username,tanggal,rating,clean_text,skor_sentimen,label,word_count
Rizki Warido,2024-09-16 10:33:23,5,Bagus sih aplikasi nya mudah dipahami fitur nya juga oke dan menarik cocok banget buat pemula seperti saya,-2,negatif,18
Isak Muliana,2024-09-16 06:27:06,5,Komplit mo dari saham us sampe crypto bahkan emas juga ada,-6,negatif,11
Iqsri Novriyartiningsih,2024-09-16 03:55:11,5,tetap berkembang baik ya,9,positif,4
Dede Rukmana,2024-09-15 22:09:39,5,saya baru bergabung di apk ini dan hanya apk ini yg saya minati,-13,negatif,13
adif tiaganis widiantoro,2024-09-15 15:50:23,5,Sangat menyenangkan gampang pemakaian Semoga cuan trus,-6,negatif,7
kaji ngayang,2024-09-15 10:14:13,1,Login ulang nya susa amat uwang saya ilangni tolong,-1,negatif,9
Imam Kurniawan,2024-09-15 04:05:35,5,smoga sukses trs dan amanah dan tentang apk peluang ini cukup mudah untuk di pahami,10,positif,15
hipers kreat,2024-09-14 17:43:50,1,Cape jugA make app ini yeh mending gw tarik yg udah profit sekarang pindahin ke app yang lain dari pada nanti nyesal,-23,negatif,22
Firman Sahrudin,2024-09-14 17:35:04,5,sejauh ini pluang paling pas buat jual beli dan WD paling cepat no ribet,1,positif,14
Gias 56,2024-09-14 15:48:40,4,Untuk sekarang mau kirim atau terima Koin ga bisa Tolong min,3,positif,11
Bowo Sunu Pramudya,2024-09-14 14:42:01,5,mantap mudah di pelajari,5,positif,4
black jack,2024-09-14 13:12:31,3,min kalau belum ada NPWP gimana mau tarik saldo mesti NPWP apa bisa verifikasi menggunakan KTP,-7,negatif,16
Ikok Bekok30,2024-09-14 11:41:23,5,top mantap is the best,9,positif,5
Hastomi Bayu,2024-09-14 06:59:49,5,voucher gratisnya min,3,positif,3
Eka Aqil,2024-09-14 05:36:42,3,Kenapa setelah di update malah membingungkan masih enak yg dulu kita mau beli bisa analisa dulu sekarang susah,-11,negatif,18
edy santoso,2024-09-14 05:04:04,5,Keren banget dan lagi prosesnya pokok nya is the best,-2,negatif,10
Stephanus Keimaraku,2024-09-14 02:40:03,5,sangat cepat dan mudah,5,positif,4
Andini Aunillah Ramadani,2024-09-14 01:26:42,4,Baru coba next star,-3,negatif,4
Octy Fenzy,2024-09-13 18:04:01,2,kalau tidak ada npwp apakah bisa verifikasi menggunakan ktp untuk penarikan saldo,-7,negatif,12
Jaka Maulidani,2024-09-13 17:03:20,3,Nunggu seminggu dlu ya pemakaian klo bagus aku kasih bintang,5,positif,10
Andre Saputra,2024-09-13 15:55:56,1,Udah mah beli harganya jauh lebih mahaal nunggu profit persen aja masih minuss baru naik persen masih dapet rb si juaal habis karna di harga yang muraah kocak bgt lu apk tolol nyari untung begiru amaat,-13,negatif,36
Yus Rina,2024-09-13 12:25:04,4,kita coba dulu jika berhasil kita kasi peringkat yg memuaskan,-6,negatif,10
Fitri Simatupang,2024-09-13 11:55:31,5,setelah download dan sudah verifikasi knp tidak bisa digunakan,-7,negatif,9
Pengguna Google,2024-09-13 09:58:55,5,Halo admin saya kan ganti nomer telepon baru karena nomor lama kartu saya sudah masa tenggang dan kartu sudah kadaluarsa mati lalu apakah akun pluang saya bisa di login dan apakah nomor telepon baru saya bisa di ubah ke akun pluang saya,-35,negatif,42
Melody Quinn,2024-09-13 09:38:15,5,Poses penarikan Cepat dan CS sangat ramah,-3,negatif,7
Nova Anggara,2024-09-13 08:50:18,5,mantapp aplikasi nya,-4,negatif,3
Rizal Darma,2024-09-13 06:08:05,3,Kalau top up secepat kilat kalo narik berhari hari lawak,1,positif,10
Arfa Riziq,2024-09-13 02:20:02,5,aplikasi trading yang sangat bagus untuk seorang trader ataupun investor,-6,negatif,10
Igunk AsHtr,2024-09-13 00:50:49,5,Keren sumpah Mantap la aplikasi Pluang nih Top markotop,-7,negatif,9
Orbit Star G1,2024-09-13 00:29:17,1,Selama ini aku merasa bersykur bisa pekerjan usaha keluarga saya bisa berjalan dengan lancar walaun agak sedikit labat tapi sepertinya sepertinya sangat perlukan,-23,negatif,23
Jhidan Daelvin Hendra,2024-09-12 22:11:03,3,Penarikan Saldo hanya bisa dilakukan menggunakan Bank saja sebaiknya untuk fitur penarikan Saldo bisa menggunakan E Wallet juga,-6,negatif,18
Vyn Zicooo,2024-09-12 14:52:55,5,lumayan buat pemula mantap,6,positif,4
Ius Lengga,2024-09-12 13:27:04,5,Untuk sementara masih yg terbaik,1,positif,5
Andrean Romanky,2024-09-12 12:39:00,3,Tolong tambahkan pilihan untuk mematikan pemberitahuan Pemberitahuannya mengganggu,-2,negatif,8
Wi Bowo,2024-09-12 11:24:58,1,biaya admin penarikan terlalu besar,-5,negatif,5
RICK ADM,2024-09-12 10:48:45,1,aplikasi Gak Aja Jelas Elus daftar doang ribet,-12,negatif,8
tere hode (CttingInsome),2024-09-12 10:07:06,4,tidak ada orderbook terlalu transparan jadi kurang leluasa,-12,negatif,8
Ivan Sihaloho,2024-09-11 19:27:05,1,Kacau admin nya ga bisa apa lambat perihal TOP UP,-2,negatif,10
Galileo 27,2024-09-11 15:16:55,1,Aplikasi buruk masak gak ada pilihan ganti nomor suruh lewat email sedangkan lewat email aja syaratnya ribet justru harus memudahkan lha ini dibuat ribet kayak di retas maling aja padahal sudah benar semua identitasnya seharusnya ada pilihan lain layaknya aplikasi terpercaya lah ini aplikasi gak jelas dibudidaya sistem kayak gtu,-64,negatif,50
Agung Aryanto (Gung),2024-09-11 15:12:31,5,untuk awal saya invest cukup mudah,-1,negatif,6
Denny Firman,2024-09-11 07:27:36,5,cukup mudah kyc nya,4,positif,4
Iron Man,2024-09-11 01:22:50,5,bismillah mencoba masuk lagi di sept,-2,negatif,6
ridho habibi,2024-09-11 00:46:29,3,udah kena spread kena fee,-6,negatif,5
SKUTS,2024-09-10 21:39:07,5,Next saya harap disini koin terbaru cepat update dan semoga bisa staking soalnya di pluang sendiri yang belum bisa staking,-8,negatif,20
NYARI CUAN,2024-09-10 17:44:53,2,Kok saya beli reksadana pasar uang gak muncul ya di portofolio pdhl email pembelian sudah dj kirim berhasil tapi gak ada di plunagnya di dompet juga gak ada gimana ya min,-2,negatif,31
sport wanita,2024-09-10 15:43:43,1,Tolong ya buat apk ini Jangan hanya top up dari dana tapi penarikan gk bisa dari dana Kenapa fiturnya gk bisa di WD ke dana Buat sensara aja ini apk pulang,12,positif,31
Fendy Lie,2024-09-10 04:40:16,3,Harus ada transaksi BCA supaya gak kena admin bank,-5,negatif,9
Felis Hanafi Kutanggas,2024-09-09 11:55:55,5,Sangat bagus dan aman,6,positif,4
Akar Kariwaya,2024-09-09 09:49:01,1,tidak ada penarikan lewat apk dana gopay,-9,negatif,7
Virginia Pinkan,2024-09-08 23:39:17,2,Saya kan beli Reksadana tu di dua inves yang berbeda katanya si masuk ke porto hari lah ini udah hari ke belum ada masuk ke portofolio saya itu gimana ya penjelasannya,-24,negatif,31
Tegar Jaya Prasetya,2024-09-08 14:26:05,5,Bisa beri fiur TP SL untuk crypto spot setelah crypto terbeli,-2,negatif,11
Dicky Drop,2024-09-08 11:45:00,5,Bagus Mudah dipahami,2,positif,3
Junari Aprilian,2024-09-08 10:42:43,5,dapat hadiah mobil,-4,negatif,3
wawang kurniawan,2024-09-07 21:00:17,5,coba peruntungan jangka panjang,1,positif,4
Trio 03 Gaming,2024-09-07 17:07:18,1,Aplikasi penipuan Sangat sangat menyesal aku download aplikasi ini,-12,negatif,9
SuhA Na,2024-09-07 15:15:15,5,ox banget Mudah menguntungkan,-3,negatif,4
Danang Adhi Pamungkas,2024-09-07 14:14:41,2,Withdraw tarik saldo sudah hari tidak masuk ke rekening bacaan masih di proses sampe kapan ini,-5,negatif,16
zainiridho vlog,2024-09-07 07:18:40,2,kok gak bisa lagi top up lewat bank BNI,-5,negatif,9
JOJO /exm,2024-09-07 05:16:39,5,aplikasi nya bagus tapi kurang flexibel ajah,-3,negatif,7
Raditya Erlangga,2024-09-07 02:50:05,5,aplikasi apaan udah gua kirim kripto di alamat apk ini jaringan udh bener address udah bener tapi ga masuk aplikasi gajelas nyesel gw pake ni apk buat main kripto semoga kena azab lu tlol,-39,negatif,34
Nuzula 7,2024-09-06 10:54:30,5,sangat bagus dan simpel banget,7,positif,5
Mukhlis Hangara,2024-09-06 04:08:28,5,mudah di akses tidak ribet,-5,negatif,5
Mattheus Connie Fritsye,2024-09-05 13:55:18,5,saya tidak akan menyerah walau hasil belum tercapai karena saya akan memulai kembali dari awal bersamamu awal yang baru,-24,negatif,19
Syarif Baharuddin,2024-09-05 12:18:17,5,oke seep n mantab,5,positif,4
sammy desain,2024-09-05 09:20:09,5,Pluang aplikasi investasi yang ramah pengguna dan mudah dipahami bahkan untuk pemula seperti saya,-11,negatif,14
Bapong Die,2024-09-05 08:11:52,4,mau coba modal minim nekad,-8,negatif,5
onett onett,2024-09-04 09:32:33,1,gak bs beli pakai paylater dlu pdhal bsa,-5,negatif,8
Rahmad,2024-09-04 07:06:01,5,baik tapi aku belom mencobanya udah saya daftar semoga trendingnya naik teros,-5,negatif,12
Rhyo Satria Arjuna,2024-09-04 04:04:25,5,mau tanya kenapa di crypto harga jual lebih rendah dari harga best bid sedangkan harga beli sama dgn best ask akhirnya walau sudah lewat harga beli di best bid pas jual masih belum profit juga,2,positif,35
Rend 69,2024-09-03 15:10:16,5,Masih Belajar semoga aplikasinya mudah di mengerti ada signal tradingnya,-3,negatif,10
Netral aku lek06,2024-09-03 11:16:52,5,apk ygat mudah untuk menarik trx sangat membantu sekali,-7,negatif,9
Darsun,2024-09-03 11:05:53,5,bagus ga ngecewain pelanggan,7,positif,4
Agung Ishadi,2024-09-03 07:41:35,1,Kode otp SMS dan email salah trus,-4,negatif,7
Devin Anderson,2024-09-03 03:24:06,1,Penarikan di hari apa aja pasti landing nya lama chat cs suruh bantu mempercepat responnya hanya silahkan menunggu sampai hari Mulu ayolah dipercepat proses penarikannya,-12,negatif,25
Rian Suryono,2024-09-03 00:23:47,3,Saya membeli saham as tapi tidak terdaftar apa lagi eror Apa sengaja,-19,negatif,12
Sebdian Aryanto,2024-09-02 14:07:39,2,udah top up kali tapi saldo belom masuk kenapa ini,1,positif,10
Handriyani,2024-09-02 11:52:46,1,tolong di jawab apa selama ini ada kendala penarikan saldo atau saat menyimpan coin sudah bulan tidak ada pergerakan kenaikan harga atau ketika di jual coin kenaikan harga baru ada bergerakan harga,-17,negatif,32
Wildan Rochimana Zulfikar,2024-09-02 06:49:11,5,semoga bisa menjadi pusat investasi yg amanah,8,positif,7
arifbbey 7,2024-09-02 03:54:13,5,semoga amanah data aman dan terpercaya,8,positif,6
Manusia Biasa,2024-09-01 13:43:13,5,semua mudah di pluang,-1,negatif,4
AS Sabar,2024-09-01 06:41:31,1,Liat pengalaman sebelah kaya broker palsu susah cuan,-10,negatif,8
Putra Bone,2024-09-01 04:13:06,5,is the best,3,positif,3
Susi Santi,2024-09-01 01:56:41,5,Buat apk pluang tolong listing koin blackdag LBH cepat jgn harga sudah tinggi baru listing udah telat,-5,negatif,17
Oka Tihu,2024-08-31 00:36:16,1,Mau ganti nmr hp ribet,-7,negatif,5
Rudi barabai,2024-08-30 12:31:02,5,aplikasi ya bagus sekali,2,positif,4
Zaid alfalsi,2024-08-30 09:43:10,5,Sangat baik sekali,1,positif,3
Kian edward Tanlee,2024-08-30 07:33:51,5,Bintang buat Pluang,1,positif,3
Andro Net,2024-08-29 19:44:37,1,Hello all sangat saya sarankan supaya tidak pakai aplikasi Pluang ini Karena sangat sangat mengecewakan Jarak spread sangat jauh dr harga dan sangat mahal Ketika Buy jarak spread dr harga udah jauh lebih mahal dan pas mau eksekusi pun ada peningkatan harga lagi lebih mahal dr spread best ask Begitu jg sebaliknya ketika mau sell trlalu jauh jarak spread dr harga asli bahkan ketika mau eksekusi pun harga jadi dimurahkan lagi dari best bid Lah kapan untungnya bagi short term trading,-32,negatif,81
Agung Frog,2024-08-29 16:31:06,5,Aplikasi sangat bagus fitur dan indikator lengkap mempermudah untuk tranding,-3,negatif,10
Andi Yo,2024-08-29 16:11:32,2,Aplikasi kurang mau jual beli crypto ga bisa pasang harga sndiri harga jual beli ditentukan sama aplikasi feenya terlalu besar,-3,negatif,20
Dedi Utomo,2024-08-29 12:18:19,5,Aplikasi terpercaya untuk memiliki berbagai macam aset digital Sejauh ini bagus sekali Recommended semoga semakin jaya Terimakasih,14,positif,17
Abdullah Zaeni,2024-08-29 11:32:41,5,aplikasi exchange lokal yang the best banget pertama invest kripto di apk ini langsung ngerti karena emang ga ribet juga apalagi ada academy buat belajarnya pokoknya mantep dehh,-15,negatif,28
Mytun Gaming,2024-08-29 11:14:10,5,Good job peluang koin nya tambahin lagi min siap setia kepada peluang di era digital crypto ini terbaekkk lah,-6,negatif,19
Light Videos,2024-08-29 11:13:47,5,Semoga makin cuan di Pluang,2,positif,5
ADW chanel,2024-08-29 06:57:21,4,Sayang sekali padahal ada daftar coinnya tapi gabisa terima dari bulan kemaren Tolong segera fitur Terima coin crypto seperti NOT coin TON coin dll nanti kukasih B,-17,negatif,27
bondan surya,2024-08-28 17:35:00,1,Mode gelapnya ngak bisa permanen padahal sudah di klik mode gelap di aplikasi kalau mode gelapnya sudah bisa permanen baru saya kasih bintang lima,-11,negatif,24
Hendra Setiawan,2024-08-28 13:20:19,1,Rubah data ribet hp gw hilang gabisa akses gmail udah foto ktp dan tunggu hari nyatanya zonk apk gak guna MENGECEWAKAN mau inves aja dipersulit,-9,negatif,25
Petra Rompas,2024-08-28 12:33:16,4,Semua sudah ok mantap buat trading tapi kurang lengkap aja Tolong tambahin buat investasi saham lokal Indonesia dong Dev aku juga mau inves di lokal,-1,negatif,25
Christopher Eco,2024-08-28 12:07:31,4,lagi sementara belajar dan memahami,-1,negatif,5
Bang Ve,2024-08-28 11:45:50,5,okelah walau terkadang proses tarik dana nya lama wkwkwkwk,3,positif,9
Jefri Jefrii,2024-08-28 09:44:44,5,untuk saat ini sangat baik,2,positif,5
Edi Supriyono,2024-08-28 05:47:23,5,selalu berusaha untk menjadi lebih baik lagi,-3,negatif,7
Tommy Herianto,2024-08-28 01:59:35,5,Semoga tidak mengecewakan,-8,negatif,3
Epah S Sri Devi,2024-08-27 18:47:03,4,Poko nya luar biasa,-4,negatif,4
kiki g1,2024-08-27 11:42:11,4,Tolong beri fitur Terima di coin TON maka saya akan kasih bintang saya harap di reply,-10,negatif,16
Acep Nazar Seppendhi Setiawan,2024-08-27 07:03:46,3,kenapa masih belum ada fitur kirim terima aset crypto dari apk wallet yang lain Padahal ini apk udah enak gampang untuk dipahami bagi kaum awam,-20,negatif,25
Muhammad Muammar,2024-08-27 00:16:21,4,Kalau bisa top up pake pake Paypal bakal keren sih ini,6,positif,11
Agung Gumelar,2024-08-26 18:09:54,5,Ini kenapa penarikan nya lama bener,-5,negatif,6
Ahmad marits,2024-08-26 16:53:19,1,Transfer ke peluang tidak masuk padahal alamat sudah benar,-14,negatif,9
Yuezuki Reizaku,2024-08-26 16:08:22,4,Sayang msh blm lengkap koin kecil nya,-6,negatif,7
Alvian Square,2024-08-26 14:44:19,5,Aplikasi Ringan mudah digunakan ga ribet Mantapp,-2,negatif,7
M ragil T aryasak,2024-08-26 13:50:09,5,Ada kendala apa ya Setoran kripto saya tidak masuk lagi,-15,negatif,10
Endyourdream,2024-08-26 13:00:17,1,Cuih gaya trading crypto kirim coin antar walet aja masi belom bisa top up elit bisa dimana aja tarik saldo sulit kudu sesuai KTP daftar pertama tolol,3,positif,27
Henry ratno jayanto,2024-08-26 09:47:51,5,Aplikasi bagus tampilan dan fiturnya,4,positif,5
Fadli Friyanto,2024-08-26 06:42:23,1,Harga real time tidak sesuai harga pasaran market global Limit order hanya di beberapa coin crypto tertentu list coin crypto yang sedikit tidak cocok untuk trader yang agresif Untuk staff Pluang kalau kerja jangan setengah setengah apa tunggu berkurang yg trading di pluang,-33,negatif,43
Afzal Muhammad,2024-08-26 02:49:47,5,aplikasi sangat bagus transaksi cepat dan aman,9,positif,7
char jual501,2024-08-26 01:14:59,4,Saran saja sih mungkin bisa di tambahkan setting untuk harga beli dan jual di kisaran tertentu meskipun harga beli dan jual sudah di seting secara real time tapi kenaikan dan penurunan harga beberapa orang belum bisa memantau secara real time alhasil sering terlewat untuk jual dan beli di harga tertentu Terimakasih,-3,negatif,51
Radhyanka Syardi,2024-08-25 16:48:34,5,Untuk referal boleh MUHA,2,positif,4
Kodox Nova,2024-08-25 15:54:57,3,ketika ingin mencoba membeli saham tidak ada keberlanjutan selama jam lebih dan masih berada di fase order berlangsung Tidak ada kelanjutannya bursa dari jam buka sampai sekarang,-19,negatif,27
isi kode : RAYA⓿➒➍➐➏➐ dpat25rb,2024-08-25 11:50:05,5,Sangat baik dan nyaman trading di aplikasi satu ini menurut saya aplikasi ini jauh lebih ringan dari versi sebelumnya Cukup dengan beberapa klik kamu bisa investasi aman dan andal dari sekian banyak aplikasi trading saham menurut saya pluang yang paling cocok untuk investasi untuk pendaftarannya jauh lebih praktis dibandingkan aplikasi serupa hal yang paling saya suka dari apk ini adalah fitur topup nya yang sangat mudah selama saya menggunakan aplikasi belum ada kendala lag atau lainnya,-52,negatif,76
Arie Astra,2024-08-25 07:19:14,5,puas dengan sistim nya,3,positif,4
Dian Sobana,2024-08-25 07:18:06,4,coba mudah n bermanfaat,6,positif,4
Muhamad Nuril Anam,2024-08-25 05:28:18,5,Mudah dan cepat dipahami bagi para pemula Transaksi dan penukaran mudah,5,positif,11
victorious,2024-08-25 05:24:33,3,Menarik tapi lebih baiknya lagi kalau penarikan bisa pakai virtual akun atau e wallet lebih bagusss,-1,negatif,16
Eki Rinaldo,2024-08-25 01:39:59,5,Kok saya jual emas dana nya ga masuk ke rekening ya Gimana ni ga ada tindakan dari pihak pluang,-3,negatif,19
iwing soejoto,2024-08-24 16:44:48,5,kyc termudah yang saya alami terima kasih,-10,negatif,7
Ahmad Jazil,2024-08-24 15:15:01,4,Nice tapi jual saham AS nya lambat di proses tolong pa kendalanya,-4,negatif,12
Edy Junaidi,2024-08-24 09:54:46,5,Maaf masih pemula sejauh ini Alhamdulillah Lancar dan cepat,3,positif,9
Khahfi tri Gagan,2024-08-23 18:34:52,5,The best apk,3,positif,3
Jelajah lokasi Emas Nusantara,2024-08-23 17:44:51,5,Aplikasinya baik untuk belajar investasi,5,positif,5
Laila Azzahra,2024-08-23 15:50:11,5,kenapa di apk pluang tidak ada saham Berkshire Hathaway padahal pluang apk saham us terbaik krn fee jualbeli topup rendah sangat di sayangkan padahal banyak investor yang berminat membeli Berkshire Hathaway padahal di apk saham us ada sprti di g trade n novest dll ayo pluang jangan mau kalah dengan kompetitor,-26,negatif,51
Oryx Refriyanto,2024-08-23 08:57:39,1,Saya kirim saldo crypto dari binance melalui jaringan AVAXC dan belum masuk Setelah saya membuat laporan ke CS ternyata Jaringan AVAXC tidak bisa sehingga tidak bisa masuk ke dompet saya Setelah saya meminta solusi ternyata tidak bisa di kembalikan lagi,-33,negatif,40
Denmas Ahmad,2024-08-22 21:52:34,5,lumayan enak pake ini,-2,negatif,4
mimi berlian,2024-08-22 21:49:40,5,Aplikasinya sangat mudah digunakan walaupun bagi orang awam,-2,negatif,8
Adi Pratama,2024-08-22 17:10:21,5,Simpel dan mudah digunakan,2,positif,4
Iwan Ridwan,2024-08-22 16:36:33,5,sangat bagus pada saat pendaftaran tidak ribet,-6,negatif,7
MUHAMMAD FARIS SUKAGA FADILLAH,2024-08-22 12:23:45,5,Belum coba semoga suka,-2,negatif,4
Tri Kuncahyo,2024-08-22 07:22:53,5,mudah untuk mendaftar,2,positif,3
dedi rohayadi,2024-08-22 04:14:15,1,mohon kasih petunjuk dong sya mau narik hsil jual mas tpi gk bisa pake gopai itu gmn kmrin jual nya tpi skrg mau tarik gk bisa pke gopay itu gmn,-5,negatif,30
fahrul Alung,2024-08-22 03:56:05,5,baru mencoba semoga aplikasinya bagus,3,positif,5
Ahmadin 17,2024-08-22 03:43:10,5,Aplikasi sudah bagus dan enak cuma kurang g ada fitur tf koin,-11,negatif,12
eric jong,2024-08-21 23:02:47,5,Investasi cepat dan mudah digunakan,5,positif,5
Orang Missing,2024-08-21 22:44:52,3,Penarikan eror udah jam nunggu saldo masuk ke rekening terkait tak kunjung masuk juga wkwk Ampas,-13,negatif,16
Zulfan Khoirul,2024-08-21 21:14:45,1,Gimana aturan penarikan dana yang bebas biaya Apa dari saldo Bantu kasih jawaban kalo mau saya naikin rate nya,-16,negatif,19
