clean_text,label
Entah mengapa harga Jual yang tertera cukup berbeda jauh dengan harga saat melakukan penjualan bisa sampai Padahal bisa dibilang waktu penjualan cukup cepat Mohon diperbaiki perhitungan harga nya,negatif
Akhirnya sekian tahun aku tunggu fitur pro seperti yg sebelah dan sekarang muncul juga entah kapan munculnya tapi sangat amat berguna sekali untuk pengguna Semoga semakin terupdate dan semakin aman aja gak kek sebelah ke hacker,negatif
Tarik saldo ke rekening lama ga masuk masuk Ga worthit,negatif
Baru beliblangsung mines gimana sih,negatif
Bagus apk nya membantu Tolong kak tambahkan saham BBRI SAHAM BBCA SAHAM ADRO SAHAM TMG kak favorit investmen saya saham itu kak Terimakasih kakak,negatif
sangat bagus untuk peluang yg lebih baik,positif
saya menyukai bermain disini karena keuangan nya lebih teratur,negatif
Aplikasinya Bagus Dan Tidak Ada Bug Tolong Di Update Lagi Untuk Systemnya Terima Kasih,negatif
nice and simple,positif
di coba,negatif
Hey min Kenapa Top up E wallet nya di hapus yg link Aja Kemarin ada E wallet link Aja Kenapa sekarang hilang Jangan dipersulit lah Di tambah top up e wallet nya,negatif
Kenapa e wallet shopee pay di hilangkan saya pake pluang karena ada e wallet shopee pay,negatif
Maantap Terus tingkatkan,negatif
Bisnis untuk jadi orang kaya Raya,negatif
operasinal mudah,positif
mantap registrasi mudah,positif
aplikasi bagus semoga memberikan manfaat bagi masyarakat indonesia,negatif
Kenapa ya pada saat penautan gopay trus gagal Dan eror tolong cepat di perbaiki,negatif
Profit,negatif
Baru aja install pluang ternyata mengecewakan Saya top up saldo tapi nominal nya kurang angka jadinya status failed Suruh kirim format lewat email malah dalam antrean terus sekali nya ada jawaban bot yg jawab Nyoba lewat chat support nya sama juga suruh kirim format biar bisa balik saldonya udah dikirim format nya respon nya lama banget Sekali nya ada jawaban yg jawab bot Bener Ngga guna percuma ada support lewat email juga live support kalo yg balas bot terus Tolong balikan saldony,negatif
Top up saldo bca transfer biasa lama menunggu Padahal Sudah sistem komputer pakai kode unik transfer tetep aja lama banget,negatif
menyenang kan,negatif
Tanpa ribet,negatif
mantap tidak bertele tele,negatif
Semoga bisa menjaga amanah,positif
Mudah terimakasih semesta,positif
mantapp man,negatif
Min tolong perbaiki kamera saya pas verivikasi photo ktp tiba tiba buram,negatif
sangat bagus aplikasinya,positif
terbaik semoga menjadi aplikasi investasi no dan semoga gad celah keamanan yg dibobol dan semoga transfer uang investasi semakin cepat,positif
Aplikasi investasi yang bisa dicoba,negatif
aplikasi nya mudah di mengerti,negatif
ktp gue burem dari sononye susah amat regitrasi duit secimit lemparan dari tokopedia emas ga bakal gue iklasin gue tagih lu nanti di sono,negatif
Aplikasi ini sangat penting dan membantu saya untuk memindahkan investasi emas atau Tabungan emas ke Aplikasi Pluang Trading,negatif
aplikasi sangat bagus,negatif
semoga sukses bersama,positif
bismillah bisa,positif
Mau ganti no telpon gagal trus di b sana tertulis fitur ini sedang tidak bisa di gubakan,negatif
Di coba dulu apakah baik,positif
Aplikasi ngebag mau daftar pakai foto KTP aja ngga bisa kenapa tidak bekerja di android perbaruilah kalau tidak hapus saja,negatif
di coba dulu jika baik bintang,positif
Sukses selalu,negatif
Apk bagus mudah di pahami,positif
Cs nya responya lama saya tanya proses refund berapa hari ga ada jawaban ini sudah hari belum ada konfirmasi gimna,negatif
Kedepan diusahakan lebih baik LG dari sisi layanan Chat CS nya Krn responnya sangatlah lambat sekali semoga Bermanfaat,positif
very good,positif
Sudah berhari hari nggak bisa verifikasi akun Tulisannya verifikasi selesai Juni pastinya tanggal ngawur terus tapi status masih memproses Dulu nabung emas di tokped padahal mau jual beli gampang Di platform invest lain juga verifikasi gampang nggak sampai berhari hari kayak gini,negatif
mantap dan mudah dimengerti,positif
sangat bagus tapi saya baru saja mau memulai apk ini tapi semua nya begitu mudah,negatif
Masih banyak token yg belum bisa transfer via addres wallet,negatif
Daftarnya mudah,positif
Tolong tambahkan pocket untuk Reksadana saham indo selebihnya mantap bngettt sangat rekomendasi bngettt,negatif
Ribet topup saldonya Delay mulu Uda transfer masih harus suoer duper sabar buat saldonya masuk,negatif
lumayan memuas kan Dengan keamanan nya saya suka,negatif
Iseng iseng nyoba aplikasi kirain bagus dan ternyata gak ada bagus Proses Verifikasi rekening bank aja lama Gimana untuk proses yang lain nya Gak jadi pake dah auto uninstal lagi,negatif
Terima kasih buat cs udang menjelaskan semuanya cuma saya harap penarikan aset di mudah kan lg dan pernarikan tersebut jangan itu aja mana penarikan btc ke wallet tergantung volume ya buk itu termasuk gedek buat treding dan penarikan saldo saya harap memudakan para treding buat mengolah penarikan dana pribadi Biar bisa bersaing di broker lain,negatif
Dari segi aplikasi smooth friendly banget sama enak banget makenya terutama untuk pemula,negatif
aplikasi nya bagus dan aman di jamin deh meskipun saya Masi pemula tapi lama lama udah mengerti kok,negatif
Sangat memuaskan,negatif
Sangat membantu tetap pertahan kan kualitas sudah bagus,positif
Oi min Ini kenapa Pulang nya lagi bermasalah buat isi saldo kah Mau isi dari dana gak bisa terus dia padahal dulu gak ginj,negatif
bagus dah,negatif
pemula masih mau mencoba,negatif
semoga mudah dipakainya masih baru pakai,positif
alhamdulillah lumayan membantu,positif
Tidak bisa to up lewat dana transaksi loading terus,positif
Happy day,negatif
Gila saya beli emas ternyata jenis biaya banyak bngt dan berbagai macam jenis biaya plus biaya juga mahal Mau top up pakai gopay udah kena beli emas kena lagi biaya dari juta nanti tarik emas kena lagi Ampun dah Mau tutup sekarang sayang udah banyak potongan Tunggu udah agak untung dululah langsung cabut dah,negatif
Sangat simpel dan mudah di pahami,positif
Makasih aplikasinya sangat membantu dan mudah digunakannya,negatif
Big scam,negatif
Ga praktis,positif
Bekerja dengan sangat baik,positif
RNDR kapan diubah jadi RENDER APLIKASI LAIN UDA PADA BISA SEMUA LOH UANG SAYA NYANGKUT DISINI,negatif
Tolong dong min masa dari pas masuk aplikasi nya Loding terus padahal internet nya lancar jaya kenapa ya,negatif
saya ingin membuka peluang dari eventasi tersebut untuk menambakan dari perekonomian saya pribadi trimakasih,negatif
Sejauh ini mudah diharapkan ada meme koin yg baru lg yg sdg viral bakal Sky Rocket,negatif
Investasi disini cocok untuk pemula Saran saya untuk top up saldo kalo bisa ditambahin via Bank CIMB NIAGA juga terima kasih,positif
Aplikasi ribet mau daftar ngubah data aja ribet,negatif
Sangat sulit live chat pluang ntk keluhan tidak bisa login dan selalu salah pin,negatif
Ngelag saat buka menu tentang mungkin bisa d tindak lanjuti,negatif
mantep,negatif
mennyenangkan sekali,negatif
Aplikasinya sangat bagus sangat cocok buat saya,positif
bagus sekalian nabung Dollar,positif
bagus berinvestasi,positif
Andai ada atau bintang aku beri plus utk apk ini,negatif
gk tau knpa centang sarat ny gk bisa di klik udh hpus app berkalli ttp aja,negatif
sangat Bagus dan mudah digunakan,positif
Mencoba itu tdk dosa kan,negatif
jossss,negatif
dicoba dulu,positif
lmyan bagus,positif
Nice wimple,negatif
Leverage belum ada di crypto jadi lumayan sulit buat trading di coin stabil kayak bitcoin karna voletailnya lumayan sedikit,negatif
oke lahh,positif
Mengapa aplikasi tidak bisa dibuka,negatif
Semoga Berkah,negatif
baru pertama kali bismillah semoga bisa menghasilkan buat masa depan,positif
semoga bisa sukses,positif
bagus untuk sy yg pemula,positif
Masuk deposit hanya menit saja total modal idr saya buy usdt di harga selang menit saya sell dengan harga sama dan uang idr saya menjadi Tidak ada transaksi lain tapi saya kaget dicharge selisih demikian tinggi Saya rugi hampir rb Hanya beli dan jual USDT dgn nilai jgn pernah masuk pluang,negatif
pluang sangat bagus dan aman untuk investasi,positif
Tolong dong di benahi lagi aplikasinya data nya masih banyak yang belum Real Time dan masih banyak yang tidak sesuai,negatif
Kenapa ya sering delist kripto padahal baru inv sudah x gitu ini unfi juga mau di hapus dari pluang brarti x sudah,negatif
Kak saya tidak bisa top up lewat dana selalu error apakah sedang maintenance,negatif
Pengambilan dana gua Gimna sialan uang juta gua g masuk deposit minta di kembalikan udah hri ga ada repost ajing alah,negatif
Omaygat,negatif
good lah terbaik,positif
Tolong Fitur transfer terima secepatnya dibenerin cuma ini kekurangan aplikasi Pulang,negatif
Fitur transfer dan terima crypto kapan bisa dipakai kalo belum bisa lebih baik dihilangkan dulu dari aplikasi untuk tampilannya percuma ada tombol kirim kalo ga bisa dipakai,negatif
Berlisensi PFAK tpi ga bisa kirim Aset kripto,positif
mantaaaapsss,negatif
sangat oke dan ves terbaik,positif
peluang sangat efisien dan layak sbg tempt investasi,negatif
apk yang saya lengkap menurut saya apalagi untuk yang suka main kripto behhh muanteppp polll,negatif
Ini apk musti di uninstall aja penarikan saldo gk ada benernya jam proses penarikan belum selesai Udah uninstall aja apk pluang,negatif
aplikasinya kerenn rekomendasi banget,positif
apk nya sangat memuaskan,negatif
Sangat membantu tetap pertahan kualitas sudah bagus sedikit tambahan untuk crypto tolong di tambah biar makin banyak Sukses selalu pluang Sukses melalui kebersamaan,positif
Aplikasi yang mudah dan d gunakan disini cocok untuk investasi sekali ada keluhan langsung di respon cepat mantap bener,positif
apk yang sangat membantu bagi orang awam seperti saya mudah an bisa konsisten menjalankan trading saham seperti ini,negatif
Gimana ini peluang dulu bisa tarik saldo mengunakan e wallet kok malah sekarang harus pakai rekening bank dan harus rekening org nya sama makin ga jelas aja tolong balikan seperti dulu biar mempermudah transaksi penarikan saldo,negatif
Saya sudah menunggu bulan setelah pengajuan akun saya tidak ada perubahan Nasib,negatif
Saya lupa ama pin pluangnya,negatif
Lancar simpel dan praktis,positif
berawal coba di Tokped saat skrg sdh trputus msk deh ke aplikasi pluang nya lgsg knapa krn realtime semuanya trmsk pencairan pjn bgtu mwantaap dah,negatif
tolong tambahin penarikan melalui e wallet kurang kreatif ditambah kebanyakan pajak,positif
dulu nanti kalo bagus tambah lagi,positif
Tolong untuk pihak pluang kedepannya tolong adakan Fitur E walett dompet digital saat akan menarik uang untuk memudahkan pihak pengguna karena biasanya pihak pengguna pluang terkendali oleh itu,negatif
Bismillah Semoga Betah klo Enak dalam Minggu gw naikin nih bintang Dalam bulan Cuma x wd gratis tolong tambahin lagi,positif
bagus semoga bermanfaat,positif
Susah sekali verifikasi foto KTP Selalu tidak dikenali,negatif
Aplikasi bagus banget min deposit cepat dan penarikan pun cepat sayangnya cuma satu kalo kita mau withdraw penarikan nya nggak ada ke e walet dana pliss tambahin dana ci,positif
baru mau digunakan mudah n bagus dan aman,positif
Kenapa apknya gak bisa login lama jir jam gak masuk masuk yakali suruh daftar lagi hilang duit guwe,negatif
bagus fiturnya keren lengkap terus berkembang,positif
Mudah di pahami dan mudah membeli atau menjual tapi kita harus tau dulu tentang crypto,negatif
mudah untuk diakses serta cepat dan nggak ribet untuk melakukukan verifikasi,negatif
saldo ga masuk katanya belom invest harga nya aja ketinggalan jauh sama apk sebelah mau gw wd in karna emg gajelas nih apk pl ang,negatif
bagus banget lah ga ribet,negatif
Bagus dan bermanfaat sekali untuk investasi masa depan,positif
Aplikasinya mudah di pahami,positif
bagus ada saham AS juga,negatif
Cukup baik dan cukup pemasukan ya uang saku,positif
lebih mudah di bandingkan yg lain,negatif
mudah dipercaya,positif
sangat detail arahannya,positif
Top up bisa bake dana masa pas tarik ngak bisa pake dana tolong di ubah lah biar enak,positif
KALAU ADA BIAYA ADMINYA TOLONG TULIS DENGAN FONT BOLD LEBIH JELAS SAYA TRANSFER JADI KURANG MAU NAMBAH HARUS TOP UP MINIMAL K,negatif
monyet nariknya harus pake atm yg ktpnya sama,negatif
Saat ini pajak nya aneh lebih gede hampir dari pajak untuk crypto dengan aplikasi sebelah Selain itu stop order GX bisa Ter eksekusi GX tau apa yg salah padahal sebelumnya normal aja sebelum ada fitur pro lite Cukup kecewa,negatif
cocok bagi pemula,negatif
Saya lagi mencoba mohon bimbingan nya,negatif
Susah verifikasi nya harus pakek kpt segalak ktp sya sudah buram lgi dan sudah mati dan sya ada di luar daerah tidak membawa ktp otomatis tidak bisa dipakek apk ini trapaksa sya harus uninstall,negatif
aplikasi sangat terpercaya,negatif
sangat berguna bagus banget,positif
pantau dulu,positif
saya melakukan transaksi pengiriman crypto ke microwallet di aplikasi pluang tertulis berhasil tapi di microwallet belum masuk sudah x dicoba tidak pernah masuk koin matic,negatif
Bagys utk belajar investasi,positif
dibuka di desktop pc dibiarin bbrp menit ngelag harus refresh,negatif
bagus bangt,positif
pajaknya sama potonganya banyak juga yaa enak lahh yg punya aplikasii,negatif
kecewa download lagi awal transaksi sudah mengalami kerugian di aplikasi ini Penanganan kendala Nasabah tidak ada win solusinya bukan hanya tertinggal dari aplikasi invest lainnya tp tertinggal semuanya juga tidak ada keramahan Agentnya dalam membantu nasabah saya hapus saja mau invest malah buntung dengan pengalaman seperti ini kekecewaan Nasabah gak bakal lama aplikasi ini bakal sepi makan uang Nasabahnya sendiri,negatif
mencoba,negatif
Bagus mantap,positif
investasi make our wallet full always goods,negatif
the best future,positif
awalnya gak ngerti lama ngerti,negatif
Inilah aplikasi masa depan yang akan mengantar anak muda di bawah usia tahun untuk menjadi seorang milyarder,negatif
Halo dev izin bertanya utk topup melalui bank lain itu bisa menggunakan bank jago atau tidak ya terimakasih,positif
sangat bagus aplikasi nya,negatif
Gak bisa ngirim usdt kirim jumlah kecil malah diminta jumlah besar kirim jumlah besar malah diminta jumlah kecil,negatif
penarikan lama x proses lama dipercepat proses ny menit,negatif
Pihak pluang tolong di ada kan penarikan dana melalui dompet digital seperti dana ovo Shopee pay dll Terima kasih,positif
Tolong lah oii developer ya Adakan fitur untuk merubah nomor telepon dan permudah lah Soalnya card yg dulu kuning ya rusak total masa ia saya kehilangan pliss banget dah tolong Adain fiturnya dan di permudah fitur merubah nomor,negatif
Aplikasi investasi terbaik mudah dipahami,positif
saya baru pertama kali download ini,negatif
BISMILLAH SEMOGA DI APK INI REZEKI SAYA MENGALIR UNTUK MEMBIAYAI EKONOMI KELUARGA SAYA,negatif
kren,negatif
cukup memuaskan,negatif
baru juga coba aplikasi ini sudah timbul masalah saya hanya ingin uang saya yang saya depositkan di akun peluang ini bisa saya tarik kenyataannya tidak bisa ditarik alasan KTP rusak fisik itu NIK saya kan ada bisa di cek di dispenduk untuk ke valid an data jangan cari alasan yang hanya merugikan customer,negatif
Belajar,negatif
Belum tau,negatif
Rekomendasi,negatif
mantaap,negatif
Aplikasi untuk investasi masa depan,negatif
buat pemerintah jahat bgt si pajak nya gede banget semoga sehat keluarga pemerintah,negatif
Joss tidak perlu berkata kata biarkan bintang yang berbicara eakk,negatif
Untuk semua fitur uda mantap Tolong lengkapi semua jaringan bisa kirim antar exchange,negatif
bos tambahin terima saldo bitcoin lightning,positif
Harga dogs gua yg salah apa aplikasi nya yang salah tempat lain dah,negatif
